work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Analyst,140130,USD,140130,US,0,US,M
2024,SE,FT,Data Analyst,84870,USD,84870,US,0,US,M
2024,EN,FT,Data Analyst,179000,USD,179000,US,0,US,M
2024,EN,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,EN,FT,Data Analyst,83000,USD,83000,US,0,US,M
2024,EN,FT,Data Analyst,71000,USD,71000,US,0,US,M
2024,EN,FT,Data Analyst,92700,USD,92700,US,100,US,M
2024,EN,FT,Data Analyst,64900,USD,64900,US,100,US,M
2024,MI,FT,Data Analyst,81713,USD,81713,US,100,US,M
2024,MI,FT,Data Analyst,48067,USD,48067,US,100,US,M
2024,MI,FT,Data Analyst,85000,USD,85000,US,100,US,M
2024,MI,FT,Data Analyst,61800,USD,61800,US,100,US,M
2024,MI,FT,Data Analyst,129118,USD,129118,US,0,US,M
2024,MI,FT,Data Analyst,86078,USD,86078,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,CA,0,CA,M
2024,SE,FT,Data Analyst,107000,USD,107000,CA,0,CA,M
2024,EN,FT,Data Analyst,92700,USD,92700,US,100,US,M
2024,EN,FT,Data Analyst,64900,USD,64900,US,100,US,M
2024,EN,FT,Data Analyst,116013,USD,116013,US,0,US,M
2024,EN,FT,Data Analyst,92810,USD,92810,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M
2024,SE,FT,Data Analyst,126480,USD,126480,US,0,US,M
2024,SE,FT,Data Analyst,82620,USD,82620,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,EN,FT,Data Analyst,60000,USD,60000,US,0,US,M
2024,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M
2024,SE,FT,Data Analyst,122500,USD,122500,US,100,US,M
2024,SE,FT,Data Analyst,162900,USD,162900,US,100,US,M
2024,SE,FT,Data Analyst,117725,USD,117725,US,100,US,M
2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Analyst,40000,GBP,50000,GB,100,GB,M
2024,EN,FT,Data Analyst,35000,GBP,43750,GB,100,GB,M
2024,EN,FT,Data Analyst,156000,USD,156000,US,0,US,M
2024,EN,FT,Data Analyst,124000,USD,124000,US,0,US,M
2024,SE,FT,Data Analyst,158494,USD,158494,US,100,US,M
2024,SE,FT,Data Analyst,88052,USD,88052,US,100,US,M
2024,SE,FT,Data Analyst,220000,USD,220000,US,100,US,M
2024,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
